,Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,VIN,Fuel,Transmission,Drive type,Power,Engine capacity,CO2 emissions,Emission class,Mileage,First registration,Previous owners,Type of finish,Weight,Condition,Country of origin,Warranty until,Valid MOT until,Battery type,Battery capacity,Range extender,Hybrid type,AC charging time,DC charging time,Electric range,Secondary drive,Energy efficiency,Full service history,Price
1524,BMW,X1,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,103 kW,1 499 ccm,0 g/km,Euro 6,23 000 km,11/2019,,Metallic,,,,,,,,,,,,,,,,30349
1525,BMW,X1,,,,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,110 kW,1 995 ccm,147 g/km,Euro 6,32 870 km,6/2020,1,,,Used,,12/2025,,,,,,,,,,,,38749
1526,Mercedes-Benz,C 43 AMG,Grey,Black interior,Other interior material,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,300 kW,1 991 ccm,207 g/km,Euro 6d,4 500 km,9/2023,1,Metallic,,Demonstration car,,,09/2026,,,No,Mild hybrid,,,,,,,89099
1527,Volkswagen,Golf,Silver,Grey interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,110 kW,1 395 ccm,116 g/km,No emission class,28 650 km,10/2016,1,Metallic,,,,,,,,,,,,,,,,18999
1528,Ford,EcoSport,Silver,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,92 kW,998 ccm,119 g/km,Euro 6,23 500 km,6/2019,,Metallic,1349,Used,Germany,,,,,,,,,,,,,17949
1529,Opel,Adam,Silver,Black interior,Cloth interior,Hatchback,2/3 doors,4,not published by the seller,Petrol,Manual,4x2,64 kW,1 398 ccm,130 g/km,Euro 5,62 015 km,4/2014,1,Metallic,,,,,,,,,,,,,,,,10049
1530,Opel,Corsa,Grey,,,Hatchback,,,not published by the seller,Petrol,Automatic,4x2,74 kW,1 398 ccm,147 g/km,,59 910 km,4/2014,,,,,,,,,,,,,,,,,,10549
1531,Jaguar,F-Pace,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,405 kW,5 000 ccm,272 g/km,Euro 6d,10 km,8/2023,,Metallic,2133,New,Germany,,,,,,,,,,,,,131549
1532,Volvo,V60,Silver,,,Station Wagon,4/5 doors,,not published by the seller,Diesel,Automatic,4x2,140 kW,1 969 ccm,139 g/km,Euro 6d-TEMP,26 570 km,5/2021,,,,,,,,,,,,,,,,,,28599
1533,Hyundai,Tucson,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,110 kW,1 598 ccm,125 g/km,Euro 6d,18 150 km,12/2022,1,Metallic,,,,,,,,No,Mild hybrid,,,,,,,31549
1534,Mercedes-Benz,G 63 AMG,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,430 kW,3 982 ccm,330 g/km,Euro 6d,84 000 km,2/2021,1,Metallic,,,,,,,,,,,,,,,,175899
1535,Audi,Q2,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,110 kW,1 498 ccm,121 g/km,Euro 6d,9 500 km,11/2023,1,Metallic,,Demonstration car,,,,,,,,,,,,,,42149
1536,BMW,840,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Automatic,4x4,245 kW,2 998 ccm,0 g/km,Euro 6d,13 740 km,11/2020,1,Metallic,,,,,,,,,,,,,,,,74399
1537,Audi,A1,White,Black interior,Part leather interior,Hatchback,4/5 doors,4,not published by the seller,Petrol,Automatic,4x2,81 kW,999 ccm,111 g/km,Euro 6,10 104 km,1/2021,2,Metallic,,,,,,,,,,,,,,,,26599
1538,MINI,Electric,Red,Other interior color,Full leather interior,Hatchback,2/3 doors,4,not published by the seller,Electric,Automatic,4x2,135 kW,,0 g/km,No emission class,19 500 km,11/2021,,Metallic,1440,Used,Germany,,,,,,,,,,,,,25699
1539,Volkswagen,Passat,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,155 kW,1 984 ccm,199 g/km,Euro 5,157 134 km,5/2013,,,1559,Used,Germany,,,,,,,,,,,,,13849
1540,Peugeot,308,Grey,,,Hatchback,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,75 kW,1 499 ccm,97 g/km,Euro 6,80 500 km,6/2018,1,Metallic,,Used,,12/2024,,,,,,,,,,,,14899
1541,Audi,A6 Allroad,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,210 kW,2 967 ccm,158 g/km,Euro 6d,20 190 km,3/2023,1,Metallic,,Used,,,,,,No,Mild hybrid,,,,,,,68999
1542,BMW,i3,Blue,Other interior color,Part leather interior,Hatchback,4/5 doors,4,not published by the seller,Electric,Automatic,4x2,125 kW,647 ccm,0 g/km,Euro 6d-TEMP,33 900 km,4/2019,,Metallic,1320,Used,Germany,,,Lithium-ion (Li-ion),,No,,3 h,39 min,,,,,31999
1543,Mercedes-Benz,S 400,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,243 kW,2 925 ccm,192 g/km,Euro 6d,31 738 km,4/2023,,,,Demonstration car,,,,,,,,,,,,,,134499
1544,Mercedes-Benz,G 63 AMG,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,,not published by the seller,Petrol,Automatic,4x4,430 kW,3 982 ccm,456 g/km,Euro 6d,9 000 km,11/2022,1,,,Demonstration car,,,,,,,,,,,,,,407499
1545,Volkswagen,T-Roc,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,,not published by the seller,Petrol,Automatic,4x2,110 kW,1 500 ccm,123 g/km,Euro 6d,5 000 km,11/2023,1,Metallic,,Demonstration car,,,,,,,,,,,,,,41149
1546,Ford,Galaxy,Silver,Black interior,Cloth interior,MPV,4/5 doors,7,not published by the seller,Diesel,Manual,4x2,132 kW,1 997 ccm,129 g/km,Euro 6,81 072 km,6/2018,,Metallic,,,,,06/2025,,,,,,,,,,,28899
1547,Volkswagen,Tiguan Allspace,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,162 kW,1 984 ccm,143 g/km,Euro 6,58 083 km,10/2020,,Metallic,1755,Used,Germany,,,,,,,,,,,,,38349
1548,Volkswagen,Caddy,Beige,Black interior,Cloth interior,MPV/VAN,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,62 kW,1 197 ccm,131 g/km,Euro 6,62 950 km,1/2017,2,Metallic,,,,,02/2024,,,,,,,,,,,19899
1549,Renault,Master,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3,not published by the seller,Diesel,Manual,4x2,96 kW,2 298 ccm,204 g/km,Euro 6,72 424 km,2/2017,,,1917,Used,,,,,,,,,,,,,,24649
1550,Mercedes-Benz,C 180,Black,Black interior,Other interior material,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,90 kW,1 598 ccm,136 g/km,Euro 6d-TEMP,149 999 km,6/2020,1,Metallic,,,,,,,,,,,,,,,,17849
1551,Volkswagen,up!,Black,Grey interior,Cloth interior,Hatchback,2/3 doors,4,not published by the seller,Petrol,Manual,4x2,44 kW,999 ccm,100 g/km,No emission class,44 030 km,7/2020,1,,,,,,,,,,,,,,,,,12249
1552,BMW,X5,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,219 kW,2 993 ccm,164 g/km,Euro 6d-TEMP,10 km,8/2023,,Metallic,,New,,,,,,,,,,,,,,92899
1553,Mercedes-Benz,E 220,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,145 kW,1 993 ccm,133 g/km,Euro 6d,10 000 km,10/2023,1,,,Demonstration car,,,,,,No,Mild hybrid,,,,,,,104699
1554,Toyota,Yaris,Blue,,,Hatchback,,,not published by the seller,Hybrid,Automatic,4x2,85 kW,1 490 ccm,96 g/km,,51 100 km,12/2020,,,,,,,,,,,,,,,,,,18949
1555,Audi,SQ5,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x4,251 kW,2 967 ccm,185 g/km,Euro 6d-TEMP,14 000 km,10/2022,,Metallic,2085,Used,Germany,,,,,,,,,,,,,78299
1556,Peugeot,2008,Grey,Beige interior,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,81 kW,1 199 ccm,110 g/km,Euro 6,91 240 km,6/2018,,Metallic,,Used,,12/2024,,,,,,,,,,,,13899
1557,Renault,Koleos,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,135 kW,1 997 ccm,178 g/km,Euro 6d,150 km,11/2023,1,Metallic,,,,,,,,,,,,,,,,47799
1558,Toyota,Aygo,White,,,Hatchback,4/5 doors,4,not published by the seller,Petrol,Manual,4x2,53 kW,998 ccm,95 g/km,Euro 6,43 300 km,7/2021,1,,,Used,,12/2026,,,,,,,,,,,,12899
1559,Seat,Ibiza,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,CNG,Manual,4x2,66 kW,999 ccm,95 g/km,Euro 6d,8 300 km,6/2022,1,Metallic,,,,,,,,,,,,,,,,17349
1560,Volkswagen,Golf,Grey,Black interior,Alcantara interior,Hatchback,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,110 kW,1 498 ccm,106 g/km,Euro 6d-TEMP,97 804 km,10/2020,,Metallic,1366,Used,,,,Lithium-ion (Li-ion),13 kWh,No,Plug-in hybrid,4 h,,,,,,23099
1561,Peugeot,308,White,Other interior color,Other interior material,Hatchback,2/3 doors,5,not published by the seller,Petrol,Manual,4x2,70 kW,1 397 ccm,155 g/km,No emission class,139 000 km,6/2010,,,,,,,,,,,,,,,,,,4699
1562,Skoda,Superb,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,147 kW,1 968 ccm,122 g/km,No emission class,24 772 km,7/2022,,Metallic,,,,,11/2025,,,,,,,,,,,35249
1563,Kia,Sorento,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,142 kW,2 151 ccm,160 g/km,Euro 6d,5 km,11/2023,1,Metallic,,Demonstration car,,,,,,,,,,,,,,51049
1564,Citroen,C4,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,96 kW,1 199 ccm,131 g/km,Euro 6,54 957 km,7/2021,1,Metallic,,Used,,12/2024,,,,,,,,,,,,22649
1565,Skoda,Kodiaq,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,140 kW,1 984 ccm,154 g/km,Euro 6d-TEMP,111 146 km,6/2020,1,,,,,,06/2025,,,,,,,,,,,29949
1566,Ford,Puma,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,92 kW,999 ccm,113 g/km,Euro 6d,0 km,8/2023,,,,New,,,,,,,,,,,,,,28849
1567,Ford,Focus,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,110 kW,1 995 ccm,111 g/km,Euro 6,84 410 km,4/2020,1,,,,,,,,,,,,,,,,,19399
1568,Volkswagen,Touran,Blue,Black interior,Alcantara interior,MPV,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,110 kW,1 968 ccm,138 g/km,Euro 6d,13 551 km,5/2022,1,Metallic,,,,,,,,,,,,,,,,45799
1569,Audi,e-tron GT,Grey,Brown interior,Full leather interior,Sedans / saloons,4/5 doors,5,not published by the seller,Electric,Automatic,4x4,440 kW,,0 g/km,No emission class,31 114 km,4/2022,,Metallic,,Used,Germany,,,,,,,,,,,,,105849
1570,Mercedes-Benz,CLS 450,Grey,Black interior,Full leather interior,Coupe,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,270 kW,2 999 ccm,183 g/km,Euro 6d-TEMP,30 000 km,6/2020,,Metallic,,,,,,,,No,Mild hybrid,,,,,,,54249
1571,Ford,Puma,Blue,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,92 kW,999 ccm,99 g/km,Euro 6d-TEMP,10 km,6/2023,,,,New,,,,,,,,,,,,,,23099
1572,Jaguar,XF,White,Black interior,,Sedans / saloons,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,177 kW,1 999 ccm,144 g/km,Euro 6,78 122 km,12/2017,,Metallic,,Used,,06/2024,,,,,,,,,,,,28349
1573,Volkswagen,T6 California,Silver,Grey interior,Cloth interior,Cargo VAN,4/5 doors,4,not published by the seller,Diesel,Automatic,4x4,110 kW,1 968 ccm,215 g/km,Euro 6d,5 785 km,7/2022,1,Metallic,,,,,,,,,,,,,,,,75949
1574,Fiat,500C,White,,,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Automatic,4x2,51 kW,1 242 ccm,114 g/km,Euro 6,2 450 km,7/2020,,,,Used,,06/2024,,,,,,,,,,,,17899
1575,Volkswagen,up!,White,Grey interior,Cloth interior,Hatchback,2/3 doors,4,not published by the seller,Petrol,Manual,4x2,44 kW,999 ccm,100 g/km,Euro 6d-TEMP,53 850 km,10/2019,1,,,,,,09/2024,,,,,,,,,,,10249
1576,Citroen,C4,White,Other interior color,Full leather interior,Hatchback,4/5 doors,5,not published by the seller,Electric,Automatic,4x2,100 kW,,0 g/km,No emission class,2 000 km,3/2023,,Metallic,,Demonstration car,Italy,,,,,,,,,,,,,31999
1577,Audi,A6,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x4,270 kW,1 984 ccm,159 g/km,Euro 6d,45 708 km,4/2021,1,Metallic,,,,,,,,,,,,,,,,59049
1578,Mercedes-Benz,A 200,Grey,Black interior,Alcantara interior,Sedans / saloons,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,120 kW,1 332 ccm,133 g/km,No emission class,81 984 km,7/2019,1,,,,,,,,,,,,,,,,,26249
1579,Honda,Civic,Silver,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,73 kW,1 339 ccm,135 g/km,Euro 5,173 000 km,4/2010,2,Metallic,,,,,11/2025,,,,,,,,,,,6899
1580,BMW,430,Blue,Black interior,Full leather interior,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Automatic,4x2,180 kW,1 998 ccm,0 g/km,Euro 6,20 611 km,8/2022,1,Metallic,,,,,08/2025,,,,,,,,,,,49299
1581,BMW,218,Silver,Other interior color,Cloth interior,Sedans / saloons,2/3 doors,5,not published by the seller,Diesel,Manual,4x2,110 kW,1 995 ccm,114 g/km,Euro 6,85 599 km,2/2020,,Metallic,1525,Used,Germany,,,,,,,,,,,,,20849
1582,Ford,Ranger,Orange,Black interior,Full leather interior,Pick-up,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,151 kW,1 996 ccm,179 g/km,No emission class,4 900 km,11/2023,,,,Demonstration car,Germany,,,,,,,,,,,,,55149
1583,BMW,M3,Grey,,,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,250 kW,2 993 ccm,248 g/km,Euro 6,5 205 km,12/2022,1,,,Used,,12/2025,,,,,,,,,,,,78199
1584,Volkswagen,Tiguan,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,110 kW,1 968 ccm,130 g/km,Euro 6d,77 867 km,3/2021,1,Metallic,,,,,,,,,,,,,,,,31949
1585,Audi,Q8,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,210 kW,2 967 ccm,178 g/km,Euro 6d-TEMP,57 886 km,5/2019,,Metallic,,Used,Germany,,,,,,,,,,,,,64399
1586,Hyundai,Tucson,Silver,,,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,169 kW,1 598 ccm,109 g/km,Euro 6,10 km,11/2023,1,Metallic,,Used,,,,,2 kWh,No,Full hybrid,,,,,,,35649
1587,Audi,A6,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,140 kW,1 798 ccm,137 g/km,Euro 6,107 000 km,2/2018,1,,,,,,09/2024,,,,,,,,,,,26799
1588,BMW,M3,White,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,375 kW,2 993 ccm,248 g/km,Euro 6d,0 km,8/2023,,Metallic,,New,,,,,,,,,,,,,,136399
1589,Seat,Leon,White,Black interior,Cloth interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,85 kW,1 598 ccm,109 g/km,Euro 6d-TEMP,22 429 km,3/2019,1,,,,,,,,,,,,,,,,,18249
1590,BMW,iX1,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Electric,Automatic,4x4,230 kW,,0 g/km,No emission class,10 998 km,3/2023,,Metallic,2085,Used,,,,,,,,,,,,,,57999
1591,Opel,Zafira,White,Black interior,Cloth interior,MPV,4/5 doors,7,not published by the seller,Diesel,Manual,4x2,125 kW,1 956 ccm,142 g/km,Euro 6d-TEMP,92 500 km,2/2019,1,,,,,,,,,,,,,,,,,21099
1592,Renault,Megane,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,103 kW,1 332 ccm,125 g/km,Euro 6d,17 500 km,3/2023,1,Metallic,,,,,,,,,,,,,,,,26699
1593,Peugeot,3008,Red,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,96 kW,1 199 ccm,118 g/km,Euro 6,63 300 km,10/2018,,,,Used,,12/2024,,,,,,,,,,,,23149
1594,Skoda,Superb,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,140 kW,1 968 ccm,138 g/km,Euro 6d-TEMP,67 150 km,9/2020,1,Metallic,,,,,,,,,,,,,,,,36049
1595,Ford,Puma,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,92 kW,999 ccm,99 g/km,No emission class,17 081 km,8/2022,1,Metallic,,,,,,,,,,,,,,,,28949
1596,Mitsubishi,ASX,,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,105 kW,1 598 ccm,107 g/km,Euro 6,1 km,1/2023,,,1340,New,,,,,,,,,,,,,,37899
1597,Renault,Clio,Red,Black interior,,Hatchback,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,63 kW,1 461 ccm,95 g/km,Euro 6,60 100 km,12/2020,,,,Used,,12/2024,,,,,,,,,,,,17449
1598,Abarth,595C,Grey,Other interior color,Other interior material,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Manual,4x2,107 kW,1 368 ccm,152 g/km,Euro 6,46 400 km,2/2020,1,Metallic,,,,,,,,,,,,,,,,23149
1599,Skoda,Karoq,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,,not published by the seller,Petrol,Automatic,4x2,110 kW,1 498 ccm,126 g/km,Euro 6d,2 290 km,3/2023,1,Metallic,,Used,,,,,,,,,,,,,,37249
1600,Opel,Corsa,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,74 kW,1 199 ccm,99 g/km,Euro 6d,10 km,10/2023,1,,,Demonstration car,,,,,,,,,,,,,,21199
1601,Kia,cee'd / Ceed,Grey,Other interior color,Part leather interior,Hatchback,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,104 kW,1 580 ccm,109 g/km,Euro 6d,1 km,4/2023,1,Metallic,,Demonstration car,,,,,,,,,,,,,,38399
1602,BMW,X6 M,Grey,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,390 kW,4 395 ccm,284 g/km,Euro 6d,15 000 km,9/2022,,Metallic,,Demonstration car,,,09/2025,,,,,,,,,,,112999
1603,Fiat,500,Grey,Black interior,Cloth interior,Hatchback,2/3 doors,4,not published by the seller,Electric,Automatic,4x2,87 kW,,0 g/km,No emission class,1 km,6/2023,,,1365,,Italy,,,Lithium-ion (Li-ion),42 kWh,No,,4 h,34 min,,,,,27099
1604,Smart,ForTwo,Black,Other interior color,Cloth interior,Hatchback,2/3 doors,2,not published by the seller,Electric,Automatic,4x2,60 kW,,0 g/km,Euro 6,2 450 km,12/2022,1,,,,,,,Lithium-ion (Li-ion),18 kWh,No,,1 h,,,,,,18249
1605,Volkswagen,Golf,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,110 kW,1 498 ccm,120 g/km,No emission class,24 756 km,8/2022,,Metallic,1330,Used,Germany,,,,,,,,,,,,,26749
1606,Mercedes-Benz,A 160,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,75 kW,1 595 ccm,126 g/km,Euro 6,54 448 km,3/2017,,,1270,Used,,,,,,,,,,,,,,18949
1607,Ford,Focus,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,114 kW,999 ccm,94 g/km,Euro 6d,5 980 km,4/2023,,Metallic,1451,Used,Germany,,,,,No,Mild hybrid,,,,,,,30999
1608,Audi,A3,Black,Other interior color,Other interior material,Hatchback,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,150 kW,1 395 ccm,117 g/km,Euro 6d-TEMP,50 185 km,8/2020,,,1630,Used,Italy,,,Lithium-ion (Li-ion),,No,,4 h,,,,,,27749
1609,Toyota,Corolla,Green,Black interior,Cloth interior,Station Wagon,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,93 kW,1 798 ccm,78 g/km,Euro 6,35 497 km,11/2021,,Metallic,1345,Used,,,,Lithium-ion (Li-ion),3 Ah,No,Full hybrid,,,,,,,27299
1610,Cupra,Leon,Black,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,221 kW,1 984 ccm,156 g/km,Euro 6d-TEMP,1 572 km,2/2023,,,1546,Used,Germany,,,,,,,,,,,,,39449
1611,Porsche,Macan,Black,Beige interior,Part leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,195 kW,1 984 ccm,224 g/km,Euro 6d,11 950 km,6/2022,1,,,,,,,,,,,,,,,,,67849
1612,Audi,Q3,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,110 kW,1 968 ccm,118 g/km,Euro 6,8 445 km,11/2022,,Metallic,,,,,,,,,,,,,,,,39349
1613,Peugeot,3008,Black,Other interior color,Alcantara interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,96 kW,1 499 ccm,104 g/km,Euro 6d,10 km,2/2023,1,Metallic,,,,,02/2026,,,,,,,,,,,41549
1614,Seat,Alhambra,Grey,Black interior,Alcantara interior,MPV,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,110 kW,1 968 ccm,135 g/km,Euro 6,100 000 km,8/2019,1,Metallic,,,,,,,,,,,,,,,,26799
1615,Peugeot,108,Red,Black interior,Cloth interior,Hatchback,2/3 doors,4,not published by the seller,Petrol,Manual,4x2,53 kW,998 ccm,85 g/km,Euro 6,36 060 km,3/2022,,Metallic,,,,,,,,,,,,,,,,12899
1616,Audi,A6 Allroad,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x4,150 kW,1 968 ccm,132 g/km,Euro 6,5 km,8/2023,,Metallic,,New,,,,,,,,,,,,,,77249
1617,Cupra,Leon,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,221 kW,1 984 ccm,154 g/km,Euro 6d,150 km,6/2023,,Metallic,1551,Used,Germany,,,,,,,,,,,,,41399
1618,Volkswagen,Passat,Silver,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,160 kW,1 395 ccm,120 g/km,Euro 6,127 000 km,8/2020,,Metallic,,,,,,Lithium-ion (Li-ion),13 kWh,No,Plug-in hybrid,4 h,,,,,,21499
1619,Kia,Niro,Blue,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,104 kW,1 580 ccm,86 g/km,Euro 6,86 500 km,10/2016,2,Metallic,,,,,,Lithium polymer (Li-pol),9 kWh,No,,2 h,,,,,,17949
1620,Kia,cee'd / Ceed,White,Black interior,,Hatchback,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,100 kW,1 598 ccm,109 g/km,Euro 6,7 501 km,7/2023,1,,,Used,,,,,,,,,,,,,,32449
1621,Mazda,MX-30,Grey,Brown interior,Part leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Electric,Automatic,4x2,107 kW,,0 g/km,No emission class,13 190 km,6/2021,1,Metallic,,,,,12/2024,Lithium-ion (Li-ion),36 kWh,No,,,,,,,,23599
